FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
221017;1000;12;;;
221017;1100;12;;;
221017;1200;10;;;
221017;1300;7;;;
221017;1400;9;;;
221017;1500;9;;;
221017;1600;10;;;
221017;1700;7;;;
221017;1800;4;;;
221017;1900;5;;;
221017;2000;5;;;
221017;2100;5;;;
221017;2200;5;;;
221017;2300;5;;;
221018;0000;5;;;
221018;0100;3;;;
221018;0200;7;;;
221018;0300;8;;;
221018;0400;9;;;
221018;0500;7;;;
221018;0600;11;;;
221018;0700;13;;;
221018;0800;16;;;
221018;0900;12;;;
221018;1000;22;;;
221018;1100;25;;;
221018;1200;16;;;
221018;1300;16;;;
221018;1400;6;;;
221018;1500;5;;;
221018;1600;5;;;
221018;1700;5;;;
221018;1800;7;;;
221018;1900;6;;;
221018;2000;9;;;
221018;2100;7;;;
221018;2200;8;;;
221018;2300;5;;;
221019;0000;9;;;
221019;0100;6;;;
221019;0200;4;;;
221019;0300;5;;;
221019;0400;5;;;
221019;0500;10;;;
221019;0600;17;;;
221019;0700;16;;;
221019;0800;11;;;
221019;0900;9;;;
221019;1000;12;;;
221019;1100;15;;;
221019;1200;8;;;
221019;1300;6;;;
221019;1400;5;;;
221019;1500;12;;;
221019;1600;9;;;
221019;1700;6;;;
221019;1800;10;;;
221019;1900;8;;;
221019;2000;7;;;
221019;2100;7;;;
221019;2200;6;;;
221019;2300;9;;;
221020;0000;8;;;
221020;0100;8;;;
221020;0200;10;;;
221020;0300;8;;;
221020;0400;9;;;
221020;0500;15;;;
221020;0600;20;;;
221020;0700;30;;;
221020;0800;19;;;
221020;0900;16;;;
221020;1000;8;;;
221020;1100;12;;;
221020;1200;13;;;
221020;1300;13;;;
221020;1400;11;;;
221020;1500;7;;;
221020;1600;5;;;
221020;1700;4;;;
221020;1800;6;;;
221020;1900;7;;;
221020;2000;10;;;
221020;2100;10;;;
221020;2200;8;;;
221020;2300;9;;;
221021;0000;21;;;
221021;0100;14;;;
221021;0200;15;;;
221021;0300;15;;;
221021;0400;17;;;
221021;0500;17;;;
221021;0600;17;;;
221021;0700;21;;;
221021;0800;13;;;
221021;0900;18;;;
221021;1000;20;;;
221021;1100;15;;;
221021;1200;14;;;
221021;1300;10;;;
221021;1400;7;;;
221021;1500;6;;;
221021;1600;12;;;
221021;1700;7;;;
221021;1800;9;;;
221021;1900;9;;;
221021;2000;16;;;
221021;2100;13;;;
221021;2200;8;;;
221021;2300;14;;;
221022;0000;13;;;
221022;0100;10;;;
221022;0200;15;;;
221022;0300;11;;;
221022;0400;12;;;
221022;0500;18;;;
221022;0600;18;;;
221022;0700;25;;;
221022;0800;20;;;
221022;0900;24;;;
221022;1000;14;;;
221022;1100;14;;;
221022;1200;12;;;
221022;1300;12;;;
221022;1400;10;;;
221022;1500;11;;;
221022;1600;9;;;
221022;1700;8;;;
221022;1800;7;;;
221022;1900;8;;;
221022;2000;10;;;
221022;2100;10;;;
221022;2200;7;;;
221022;2300;8;;;
221023;0000;11;;;
221023;0100;13;;;
221023;0200;11;;;
221023;0300;17;;;
221023;0400;18;;;
221023;0500;14;;;
221023;0600;24;;;
221023;0700;27;;;
221023;0800;23;;;
221023;0900;15;;;
221023;1000;13;;;
221023;1100;13;;;
221023;1200;10;;;
221023;1300;10;;;
221023;1400;10;;;
221023;1500;8;;;
221023;1600;6;;;
221023;1700;5;;;
221023;1800;9;;;
221023;1900;11;;;
221023;2000;11;;;
221023;2100;9;;;
221023;2200;9;;;
221023;2300;8;;;
221024;0000;14;;;
221024;0100;13;;;
221024;0200;11;;;
221024;0300;8;;;
221024;0400;10;;;
221024;0500;17;;;
221024;0600;16;;;
221024;0700;21;;;
221024;0800;22;;;
221024;0900;23;;;
221024;1000;21;;;
221024;1100;17;;;
221024;1200;8;;;
221024;1300;10;;;
221024;1400;11;;;
221024;1500;11;;;
221024;1600;8;;;
221024;1700;8;;;
221024;1800;8;;;
221024;1900;11;;;
221024;2000;9;;;
221024;2100;10;;;
221024;2200;7;;;
221024;2300;7;;;
221025;0000;7;;;
221025;0100;7;;;
221025;0200;9;;;
221025;0300;17;;;
221025;0400;17;;;
221025;0500;12;;;
221025;0600;13;;;
221025;0700;10;;;
221025;0800;8;;;
221025;0900;7;;;
221025;1000;6;;;
221025;1100;5;;;
221025;1200;5;;;
221025;1300;4;;;
221025;1400;9;;;
221025;1500;7;;;
221025;1600;5;;;
221025;1700;4;;;
221025;1800;5;;;
221025;1900;4;;;
221025;2000;1;;;
221025;2100;3;;;
221025;2200;4;;;
221025;2300;5;;;
221026;0000;7;;;
221026;0100;6;;;
221026;0200;9;;;
221026;0300;6;;;
221026;0400;9;;;
221026;0500;8;;;
221026;0600;13;;;
221026;0700;11;;;
221026;0800;6;;;
221026;0900;8;;;
221026;1000;16;;;
221026;1100;13;;;
221026;1200;14;;;
221026;1300;12;;;
221026;1400;10;;;
221026;1500;6;;;
221026;1600;9;;;
221026;1700;8;;;
221026;1800;6;;;
221026;1900;5;;;
221026;2000;10;;;
221026;2100;7;;;
221026;2200;6;;;
221026;2300;7;;;
221027;0000;9;;;
221027;0100;5;;;
221027;0200;7;;;
221027;0300;8;;;
221027;0400;8;;;
221027;0500;13;;;
221027;0600;23;;;
221027;0700;19;;;
221027;0800;12;;;
221027;0900;17;;;
221027;1000;26;;;
221027;1100;22;;;
221027;1200;18;;;
221027;1300;8;;;
221027;1400;8;;;
221027;1500;6;;;
221027;1600;7;;;
221027;1700;9;;;
221027;1800;11;;;
221027;1900;9;;;
221027;2000;7;;;
221027;2100;5;;;
221027;2200;7;;;
221027;2300;7;;;
221028;0000;9;;;
221028;0100;11;;;
221028;0200;8;;;
221028;0300;5;;;
221028;0400;10;;;
221028;0500;12;;;
221028;0600;12;;;
221028;0700;19;;;
221028;0800;16;;;
221028;0900;13;;;
221028;1000;14;;;
221028;1100;13;;;
221028;1200;13;;;
221028;1300;14;;;
221028;1400;13;;;
221028;1500;9;;;
221028;1600;11;;;
221028;1700;10;;;
221028;1800;17;;;
221028;1900;18;;;
221028;2000;20;;;
221028;2100;18;;;
221028;2200;12;;;
221028;2300;14;;;
221029;0000;13;;;
221029;0100;9;;;
221029;0200;9;;;
221029;0300;9;;;
221029;0400;18;;;
221029;0500;18;;;
221029;0600;20;;;
221029;0700;32;;;
221029;0800;22;;;
221029;0900;24;;;
221029;1000;24;;;
221029;1100;17;;;
221029;1200;13;;;
221029;1300;9;;;
221029;1400;5;;;
221029;1500;2;;;
221029;1600;1;;;
221029;1700;3;;;
221029;1800;1;;;
221029;1900;1;;;
221029;2000;3;;;
221029;2100;6;;;
221029;2200;7;;;
221029;2300;4;;;
221030;0000;2;;;
221030;0100;3;;;
221030;0200;2;;;
221030;0300;5;;;
221030;0400;4;;;
221030;0500;1;;;
221030;0600;5;;;
221030;0700;10;;;
221030;0800;5;;;
221030;0900;1;;;
221030;1000;3;;;
221030;1100;3;;;
221030;1200;3;;;
221030;1300;4;;;
221030;1400;3;;;
221030;1500;3;;;
221030;1600;7;;;
221030;1700;6;;;
221030;1800;6;;;
221030;1900;6;;;
221030;2000;5;;;
221030;2100;3;;;
221030;2200;9;;;
221030;2300;7;;;
221031;0000;17;;;
221031;0100;14;;;
221031;0200;9;;;
221031;0300;7;;;
221031;0400;12;;;
221031;0500;11;;;
221031;0600;11;;;
221031;0700;9;;;
221031;0800;8;;;
221031;0900;10;;;
221031;1000;7;;;
221031;1100;7;;;
221031;1200;6;;;
221031;1300;5;;;
221031;1400;5;;;
221031;1500;5;;;
221031;1600;7;;;
221031;1700;6;;;
221031;1800;6;;;
221031;1900;10;;;
221031;2000;12;;;
221031;2100;10;;;
221031;2200;26;;;
221031;2300;21;;;
221101;0000;27;;;
221101;0100;18;;;
221101;0200;19;;;
221101;0300;19;;;
221101;0400;14;;;
221101;0500;12;;;
221101;0600;17;;;
221101;0700;13;;;
221101;0800;8;;;
221101;0900;6;;;
221101;1000;13;;;
221101;1100;16;;;
221101;1200;16;;;
221101;1300;11;;;
221101;1400;9;;;
221101;1500;9;;;
221101;1600;7;;;
221101;1700;9;;;
221101;1800;12;;;
221101;1900;8;;;
221101;2000;6;;;
221101;2100;11;;;
221101;2200;6;;;
221101;2300;8;;;
221102;0000;9;;;
221102;0100;14;;;
221102;0200;16;;;
221102;0300;14;;;
221102;0400;11;;;
221102;0500;17;;;
221102;0600;20;;;
221102;0700;15;;;
221102;0800;18;;;
221102;0900;21;;;
221102;1000;26;;;
221102;1100;22;;;
221102;1200;16;;;
221102;1300;16;;;
221102;1400;12;;;
221102;1500;14;;;
221102;1600;15;;;
221102;1700;15;;;
221102;1800;12;;;
221102;1900;14;;;
221102;2000;16;;;
221102;2100;13;;;
221102;2200;13;;;
221102;2300;12;;;
221103;0000;16;;;
221103;0100;15;;;
221103;0200;16;;;
221103;0300;16;;;
221103;0400;14;;;
221103;0500;17;;;
221103;0600;17;;;
221103;0700;21;;;
221103;0800;26;;;
221103;0900;26;;;
221103;1000;23;;;
221103;1100;19;;;
221103;1200;8;;;
221103;1300;16;;;
221103;1400;11;;;
221103;1500;14;;;
221103;1600;18;;;
221103;1700;15;;;
221103;1800;16;;;
221103;1900;16;;;
221103;2000;13;;;
221103;2100;10;;;
221103;2200;12;;;
221103;2300;10;;;
221104;0000;12;;;
221104;0100;14;;;
221104;0200;18;;;
221104;0300;12;;;
221104;0400;15;;;
221104;0500;14;;;
221104;0600;17;;;
221104;0700;21;;;
221104;0800;24;;;
221104;0900;28;;;
221104;1000;29;;;
221104;1100;24;;;
221104;1200;23;;;
221104;1300;23;;;
221104;1400;19;;;
221104;1500;17;;;
221104;1600;18;;;
221104;1700;17;;;
221104;1800;16;;;
221104;1900;12;;;
221104;2000;12;;;
221104;2100;11;;;
221104;2200;14;;;
221104;2300;10;;;
221105;0000;10;;;
221105;0100;9;;;
221105;0200;6;;;
221105;0300;8;;;
221105;0400;9;;;
221105;0500;11;;;
221105;0600;17;;;
221105;0700;15;;;
221105;0800;15;;;
221105;0900;19;;;
221105;1000;19;;;
221105;1100;22;;;
221105;1200;23;;;
221105;1300;16;;;
221105;1400;18;;;
221105;1500;14;;;
221105;1600;13;;;
221105;1700;11;;;
221105;1800;12;;;
221105;1900;13;;;
221105;2000;10;;;
221105;2100;9;;;
221105;2200;9;;;
221105;2300;8;;;
221106;0000;9;;;
221106;0100;9;;;
221106;0200;12;;;
221106;0300;10;;;
221106;0400;11;;;
221106;0500;11;;;
221106;0600;16;;;
221106;0700;17;;;
221106;0800;17;;;
221106;0900;17;;;
221106;1000;21;;;
221106;1100;19;;;
221106;1200;17;;;
221106;1300;16;;;
221106;1400;12;;;
221106;1500;9;;;
221106;1600;13;;;
221106;1700;12;;;
221106;1800;13;;;
221106;1900;14;;;
221106;2000;11;;;
221106;2100;8;;;
221106;2200;12;;;
221106;2300;9;;;
221107;0000;11;;;
221107;0100;12;;;
221107;0200;12;;;
221107;0300;15;;;
221107;0400;8;;;
221107;0500;15;;;
221107;0600;13;;;
221107;0700;21;;;
221107;0800;23;;;
221107;0900;22;;;
221107;1000;22;;;
221107;1100;19;;;
221107;1200;23;;;
221107;1300;15;;;
221107;1400;18;;;
221107;1500;15;;;
221107;1600;14;;;
221107;1700;10;;;
221107;1800;15;;;
221107;1900;11;;;
221107;2000;14;;;
221107;2100;14;;;
221107;2200;19;;;
221107;2300;9;;;
221108;0000;11;;;
221108;0100;11;;;
221108;0200;15;;;
221108;0300;15;;;
221108;0400;18;;;
221108;0500;18;;;
221108;0600;19;;;
221108;0700;21;;;
221108;0800;24;;;
221108;0900;21;;;
221108;1000;21;;;
221108;1100;18;;;
221108;1200;14;;;
221108;1300;18;;;
221108;1400;17;;;
221108;1500;16;;;
221108;1600;16;;;
221108;1700;10;;;
221108;1800;9;;;
221108;1900;9;;;
221108;2000;12;;;
221108;2100;10;;;
221108;2200;9;;;
221108;2300;12;;;
221109;0000;11;;;
221109;0100;13;;;
221109;0200;12;;;
221109;0300;20;;;
221109;0400;15;;;
221109;0500;14;;;
221109;0600;15;;;
221109;0700;8;;;
221109;0800;10;;;
221109;0900;7;;;
221109;1000;8;;;
221109;1100;13;;;
221109;1200;9;;;
221109;1300;7;;;
221109;1400;5;;;
221109;1500;4;;;
221109;1600;10;;;
221109;1700;12;;;
221109;1800;8;;;
221109;1900;4;;;
221109;2000;1;;;
221109;2100;6;;;
221109;2200;6;;;
221109;2300;7;;;
221110;0000;8;;;
221110;0100;7;;;
221110;0200;6;;;
221110;0300;6;;;
221110;0400;9;;;
221110;0500;7;;;
221110;0600;11;;;
221110;0700;20;;;
221110;0800;16;;;
221110;0900;22;;;
221110;1000;21;;;
221110;1100;22;;;
221110;1200;14;;;
221110;1300;13;;;
221110;1400;9;;;
221110;1500;10;;;
221110;1600;7;;;
221110;1700;5;;;
221110;1800;8;;;
221110;1900;9;;;
221110;2000;7;;;
221110;2100;6;;;
221110;2200;8;;;
221110;2300;7;;;
221111;0000;7;;;
221111;0100;5;;;
221111;0200;8;;;
221111;0300;6;;;
221111;0400;3;;;
221111;0500;9;;;
221111;0600;10;;;
221111;0700;8;;;
221111;0800;8;;;
221111;0900;10;;;
221111;1000;13;;;
221111;1100;13;;;
221111;1200;10;;;
221111;1300;7;;;
221111;1400;4;;;
221111;1500;4;;;
221111;1600;3;;;
221111;1700;2;;;
221111;1800;4;;;
221111;1900;6;;;
221111;2000;4;;;
221111;2100;2;;;
221111;2200;4;;;
221111;2300;3;;;
221112;0000;3;;;
221112;0100;3;;;
221112;0200;11;;;
221112;0300;7;;;
221112;0400;2;;;
221112;0500;4;;;
221112;0600;5;;;
221112;0700;4;;;
221112;0800;3;;;
221112;0900;2;;;
221112;1000;5;;;
221112;1100;6;;;
221112;1200;4;;;
221112;1300;6;;;
221112;1400;8;;;
221112;1500;7;;;
221112;1600;7;;;
221112;1700;8;;;
221112;1800;4;;;
221112;1900;5;;;
221112;2000;6;;;
221112;2100;8;;;
221112;2200;7;;;
221112;2300;6;;;
221113;0000;5;;;
221113;0100;8;;;
221113;0200;16;;;
221113;0300;7;;;
221113;0400;4;;;
221113;0500;5;;;
221113;0600;13;;;
221113;0700;13;;;
221113;0800;10;;;
221113;0900;9;;;
221113;1000;11;;;
221113;1100;11;;;
221113;1200;9;;;
221113;1300;7;;;
221113;1400;4;;;
221113;1500;5;;;
221113;1600;5;;;
221113;1700;3;;;
221113;1800;7;;;
221113;1900;5;;;
221113;2000;3;;;
221113;2100;6;;;
221113;2200;5;;;
221113;2300;4;;;
221114;0000;5;;;
221114;0100;4;;;
221114;0200;4;;;
221114;0300;7;;;
221114;0400;6;;;
221114;0500;7;;;
221114;0600;15;;;
221114;0700;21;;;
221114;0800;13;;;
221114;0900;15;;;
221114;1000;7;;;
221114;1100;18;;;
221114;1200;16;;;
221114;1300;7;;;
221114;1400;7;;;
221114;1500;6;;;
221114;1600;4;;;
221114;1700;5;;;
221114;1800;7;;;
221114;1900;9;;;
221114;2000;12;;;
221114;2100;13;;;
221114;2200;11;;;
221114;2300;15;;;
221115;0000;18;;;
221115;0100;16;;;
221115;0200;17;;;
221115;0300;17;;;
221115;0400;18;;;
221115;0500;24;;;
221115;0600;23;;;
221115;0700;17;;;
221115;0800;20;;;
221115;0900;11;;;
221115;1000;15;;;
221115;1100;17;;;
221115;1200;15;;;
221115;1300;6;;;
221115;1400;8;;;
221115;1500;7;;;
221115;1600;7;;;
221115;1700;5;;;
221115;1800;5;;;
221115;1900;8;;;
221115;2000;6;;;
221115;2100;14;;;
221115;2200;8;;;
221115;2300;9;;;
221116;0000;9;;;
221116;0100;9;;;
221116;0200;12;;;
221116;0300;15;;;
221116;0400;11;;;
221116;0500;10;;;
221116;0600;18;;;
221116;0700;17;;;
221116;0800;10;;;
221116;0900;18;;;
221116;1000;14;;;
221116;1100;11;;;
221116;1200;13;;;
221116;1300;13;;;
221116;1400;13;;;
221116;1500;13;;;
221116;1600;12;;;
221116;1700;10;;;
221116;1800;17;;;
221116;1900;11;;;
221116;2000;8;;;
221116;2100;6;;;
221116;2200;7;;;
221116;2300;9;;;
221117;0000;11;;;
221117;0100;11;;;
221117;0200;13;;;
221117;0300;14;;;
221117;0400;13;;;
221117;0500;15;;;
221117;0600;22;;;
221117;0700;24;;;
221117;0800;14;;;
221117;0900;18;;;
221117;1000;18;;;
221117;1100;15;;;
221117;1200;17;;;
221117;1300;10;;;
221117;1400;10;;;
221117;1500;12;;;
221117;1600;9;;;
221117;1700;15;;;
221117;1800;14;;;
221117;1900;10;;;
221117;2000;8;;;
221117;2100;12;;;
221117;2200;12;;;
221117;2300;14;;;
221118;0000;13;;;
221118;0100;14;;;
221118;0200;14;;;
221118;0300;16;;;
221118;0400;15;;;
221118;0500;14;;;
221118;0600;19;;;
221118;0700;19;;;
221118;0800;25;;;
221118;0900;17;;;
221118;1000;24;;;
221118;1100;19;;;
221118;1200;15;;;
221118;1300;17;;;
221118;1400;11;;;
221118;1500;7;;;
221118;1600;11;;;
221118;1700;12;;;
221118;1800;9;;;
221118;1900;7;;;
221118;2000;7;;;
221118;2100;13;;;
221118;2200;9;;;
221118;2300;10;;;
221119;0000;8;;;
221119;0100;11;;;
221119;0200;8;;;
221119;0300;8;;;
221119;0400;8;;;
221119;0500;14;;;
221119;0600;9;;;
221119;0700;11;;;
221119;0800;13;;;
221119;0900;15;;;
221119;1000;13;;;
221119;1100;12;;;
221119;1200;10;;;
221119;1300;8;;;
221119;1400;11;;;
221119;1500;15;;;
221119;1600;11;;;
221119;1700;9;;;
221119;1800;9;;;
221119;1900;6;;;
221119;2000;10;;;
221119;2100;8;;;
221119;2200;17;;;
221119;2300;14;;;
221120;0000;18;;;
221120;0100;12;;;
221120;0200;11;;;
221120;0300;13;;;
221120;0400;11;;;
221120;0500;13;;;
221120;0600;14;;;
221120;0700;12;;;
221120;0800;17;;;
221120;0900;13;;;
221120;1000;18;;;
221120;1100;20;;;
221120;1200;9;;;
221120;1300;7;;;
221120;1400;6;;;
221120;1500;7;;;
221120;1600;4;;;
221120;1700;6;;;
221120;1800;5;;;
221120;1900;6;;;
221120;2000;11;;;
221120;2100;7;;;
221120;2200;14;;;
221120;2300;9;;;
221121;0000;10;;;
221121;0100;10;;;
221121;0200;14;;;
221121;0300;12;;;
221121;0400;7;;;
221121;0500;12;;;
221121;0600;13;;;
221121;0700;11;;;
221121;0800;15;;;
221121;0900;14;;;
221121;1000;12;;;
221121;1100;13;;;
221121;1200;13;;;
221121;1300;8;;;
221121;1400;9;;;
221121;1500;7;;;
221121;1600;5;;;
221121;1700;7;;;
221121;1800;9;;;
221121;1900;11;;;
221121;2000;10;;;
221121;2100;14;;;
221121;2200;16;;;
221121;2300;14;;;
221122;0000;10;;;
221122;0100;10;;;
221122;0200;12;;;
221122;0300;10;;;
221122;0400;15;;;
221122;0500;13;;;
221122;0600;24;;;
221122;0700;13;;;
221122;0800;18;;;
221122;0900;16;;;
221122;1000;16;;;
221122;1100;14;;;
221122;1200;13;;;
221122;1300;12;;;
221122;1400;13;;;
221122;1500;13;;;
221122;1600;9;;;
221122;1700;10;;;
221122;1800;13;;;
221122;1900;15;;;
221122;2000;13;;;
221122;2100;13;;;
221122;2200;15;;;
221122;2300;20;;;
221123;0000;20;;;
221123;0100;16;;;
221123;0200;17;;;
221123;0300;11;;;
221123;0400;15;;;
221123;0500;23;;;
221123;0600;22;;;
221123;0700;27;;;
221123;0800;30;;;
221123;0900;24;;;
221123;1000;19;;;
221123;1100;25;;;
221123;1200;;;;
221123;1300;21;;;
221123;1400;15;;;
221123;1500;14;;;
221123;1600;15;;;
221123;1700;16;;;
221123;1800;13;;;
221123;1900;11;;;
221123;2000;10;;;
221123;2100;9;;;
221123;2200;10;;;
221123;2300;19;;;
221124;0000;17;;;
221124;0100;15;;;
221124;0200;12;;;
221124;0300;9;;;
221124;0400;15;;;
221124;0500;15;;;
221124;0600;24;;;
221124;0700;28;;;
221124;0800;26;;;
221124;0900;14;;;
221124;1000;13;;;
221124;1100;12;;;
221124;1200;10;;;
221124;1300;12;;;
221124;1400;9;;;
221124;1500;10;;;
221124;1600;12;;;
221124;1700;14;;;
221124;1800;14;;;
221124;1900;11;;;
221124;2000;8;;;
221124;2100;12;;;
221124;2200;11;;;
221124;2300;8;;;
221125;0000;10;;;
221125;0100;14;;;
221125;0200;11;;;
221125;0300;13;;;
221125;0400;11;;;
221125;0500;13;;;
221125;0600;23;;;
221125;0700;26;;;
221125;0800;21;;;
221125;0900;28;;;
221125;1000;16;;;
221125;1100;17;;;
221125;1200;16;;;
221125;1300;14;;;
221125;1400;11;;;
221125;1500;10;;;
221125;1600;12;;;
221125;1700;14;;;
221125;1800;9;;;
221125;1900;8;;;
221125;2000;11;;;
221125;2100;12;;;
221125;2200;11;;;
221125;2300;15;;;
221126;0000;14;;;
221126;0100;16;;;
221126;0200;17;;;
221126;0300;12;;;
221126;0400;16;;;
221126;0500;17;;;
221126;0600;23;;;
221126;0700;19;;;
221126;0800;19;;;
221126;0900;12;;;
221126;1000;12;;;
221126;1100;11;;;
221126;1200;12;;;
221126;1300;17;;;
221126;1400;19;;;
221126;1500;7;;;
221126;1600;7;;;
221126;1700;9;;;
221126;1800;9;;;
221126;1900;8;;;
221126;2000;9;;;
221126;2100;10;;;
221126;2200;10;;;
221126;2300;12;;;
221127;0000;14;;;
221127;0100;13;;;
221127;0200;17;;;
221127;0300;16;;;
221127;0400;13;;;
221127;0500;12;;;
221127;0600;11;;;
221127;0700;13;;;
221127;0800;9;;;
221127;0900;11;;;
221127;1000;19;;;
221127;1100;21;;;
221127;1200;22;;;
221127;1300;14;;;
221127;1400;13;;;
221127;1500;10;;;
221127;1600;15;;;
221127;1700;11;;;
221127;1800;11;;;
221127;1900;9;;;
221127;2000;6;;;
221127;2100;7;;;
221127;2200;10;;;
221127;2300;14;;;
221128;0000;12;;;
221128;0100;12;;;
221128;0200;15;;;
221128;0300;17;;;
221128;0400;16;;;
221128;0500;12;;;
221128;0600;14;;;
221128;0700;20;;;
221128;0800;18;;;
221128;0900;20;;;
221128;1000;23;;;
221128;1100;20;;;
221128;1200;18;;;
221128;1300;16;;;
221128;1400;15;;;
221128;1500;11;;;
221128;1600;16;;;
221128;1700;11;;;
221128;1800;12;;;
221128;1900;10;;;
221128;2000;11;;;
221128;2100;12;;;
221128;2200;8;;;
221128;2300;7;;;
221129;0000;7;;;
221129;0100;6;;;
221129;0200;9;;;
221129;0300;12;;;
221129;0400;19;;;
221129;0500;15;;;
221129;0600;14;;;
221129;0700;18;;;
221129;0800;21;;;
221129;0900;18;;;
221129;1000;17;;;
221129;1100;16;;;
221129;1200;10;;;
221129;1300;14;;;
221129;1400;12;;;
221129;1500;14;;;
221129;1600;11;;;
221129;1700;12;;;
221129;1800;8;;;
221129;1900;10;;;
221129;2000;10;;;
221129;2100;10;;;
221129;2200;10;;;
221129;2300;9;;;
221130;0000;11;;;
221130;0100;10;;;
221130;0200;8;;;
221130;0300;10;;;
221130;0400;8;;;
221130;0500;10;;;
221130;0600;12;;;
221130;0700;14;;;
221130;0800;17;;;
221130;0900;17;;;
221130;1000;12;;;
221130;1100;18;;;
221130;1200;15;;;
221130;1300;7;;;
221130;1400;7;;;
221130;1500;9;;;
221130;1600;8;;;
221130;1700;10;;;
221130;1800;11;;;
221130;1900;8;;;
221130;2000;10;;;
221130;2100;8;;;
221130;2200;6;;;
221130;2300;9;;;
221201;0000;6;;;
221201;0100;8;;;
221201;0200;11;;;
221201;0300;8;;;
221201;0400;12;;;
221201;0500;14;;;
221201;0600;20;;;
221201;0700;17;;;
221201;0800;13;;;
221201;0900;16;;;
221201;1000;15;;;
221201;1100;20;;;
221201;1200;19;;;
221201;1300;14;;;
221201;1400;12;;;
221201;1500;12;;;
221201;1600;17;;;
221201;1700;8;;;
221201;1800;8;;;
221201;1900;9;;;
221201;2000;7;;;
221201;2100;9;;;
221201;2200;10;;;
221201;2300;13;;;
221202;0000;11;;;
221202;0100;7;;;
221202;0200;25;;;
221202;0300;16;;;
221202;0400;13;;;
221202;0500;16;;;
221202;0600;21;;;
221202;0700;22;;;
221202;0800;22;;;
221202;0900;17;;;
221202;1000;12;;;
221202;1100;14;;;
221202;1200;14;;;
221202;1300;16;;;
221202;1400;9;;;
221202;1500;6;;;
221202;1600;16;;;
221202;1700;13;;;
221202;1800;13;;;
221202;1900;10;;;
221202;2000;10;;;
221202;2100;11;;;
221202;2200;9;;;
221202;2300;9;;;
221203;0000;9;;;
221203;0100;8;;;
221203;0200;11;;;
221203;0300;17;;;
221203;0400;15;;;
221203;0500;14;;;
221203;0600;17;;;
221203;0700;21;;;
221203;0800;18;;;
221203;0900;14;;;
221203;1000;14;;;
221203;1100;18;;;
221203;1200;11;;;
221203;1300;12;;;
221203;1400;13;;;
221203;1500;14;;;
221203;1600;12;;;
221203;1700;11;;;
221203;1800;10;;;
221203;1900;6;;;
221203;2000;9;;;
221203;2100;8;;;
221203;2200;9;;;
221203;2300;9;;;
221204;0000;5;;;
221204;0100;8;;;
221204;0200;9;;;
221204;0300;11;;;
221204;0400;8;;;
221204;0500;7;;;
221204;0600;11;;;
221204;0700;10;;;
221204;0800;10;;;
221204;0900;9;;;
221204;1000;12;;;
221204;1100;14;;;
221204;1200;12;;;
221204;1300;9;;;
221204;1400;10;;;
221204;1500;10;;;
221204;1600;8;;;
221204;1700;6;;;
221204;1800;4;;;
221204;1900;4;;;
221204;2000;6;;;
221204;2100;7;;;
221204;2200;5;;;
221204;2300;9;;;
221205;0000;8;;;
221205;0100;6;;;
221205;0200;11;;;
221205;0300;17;;;
221205;0400;13;;;
221205;0500;10;;;
221205;0600;15;;;
221205;0700;17;;;
221205;0800;13;;;
221205;0900;11;;;
221205;1000;16;;;
221205;1100;9;;;
221205;1200;15;;;
221205;1300;6;;;
221205;1400;11;;;
221205;1500;9;;;
221205;1600;10;;;
221205;1700;9;;;
221205;1800;7;;;
221205;1900;9;;;
221205;2000;7;;;
221205;2100;7;;;
221205;2200;7;;;
221205;2300;8;;;
221206;0000;7;;;
221206;0100;6;;;
221206;0200;5;;;
221206;0300;10;;;
221206;0400;13;;;
221206;0500;13;;;
221206;0600;11;;;
221206;0700;18;;;
221206;0800;17;;;
221206;0900;14;;;
221206;1000;19;;;
221206;1100;;;;
221206;1200;;;;
221206;1300;;;;
221206;1400;;;;
221206;1500;;;;
221206;1600;;;;
221206;1700;;;;
221206;1800;;;;
221206;1900;;;;
221206;2000;;;;
221206;2100;;;;
221206;2200;;;;
221206;2300;;;;
221207;0000;;;;
221207;0100;;;;
221207;0200;;;;
221207;0300;;;;
221207;0400;;;;
221207;0500;;;;
221207;0600;;;;
221207;0700;;;;
221207;0800;;;;
221207;0900;;;;
221207;1000;;;;
221207;1100;;;;
221207;1200;9;;;
221207;1300;13;;;
221207;1400;14;;;
221207;1500;8;;;
221207;1600;1;;;
221207;1700;1;;;
221207;1800;1;;;
221207;1900;2;;;
221207;2000;3;;;
221207;2100;5;;;
221207;2200;4;;;
221207;2300;5;;;
221208;0000;5;;;
221208;0100;5;;;
221208;0200;7;;;
221208;0300;5;;;
221208;0400;9;;;
221208;0500;10;;;
221208;0600;12;;;
221208;0700;20;;;
221208;0800;17;;;
221208;0900;13;;;
221208;1000;18;;;
221208;1100;24;;;
221208;1200;26;;;
221208;1300;22;;;
221208;1400;18;;;
221208;1500;5;;;
221208;1600;4;;;
221208;1700;4;;;
221208;1800;12;;;
221208;1900;7;;;
221208;2000;3;;;
221208;2100;4;;;
221208;2200;3;;;
221208;2300;1;;;
221209;0000;2;;;
221209;0100;8;;;
221209;0200;5;;;
221209;0300;3;;;
221209;0400;4;;;
221209;0500;5;;;
221209;0600;6;;;
221209;0700;10;;;
221209;0800;7;;;
