FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
220522;2100;28;;;
220522;2200;24;;;
220522;2300;19;;;
220523;0000;19;;;
220523;0100;15;;;
220523;0200;24;;;
220523;0300;25;;;
220523;0400;22;;;
220523;0500;24;;;
220523;0600;30;;;
220523;0700;36;;;
220523;0800;34;;;
220523;0900;27;;;
220523;1000;34;;;
220523;1100;40;;;
220523;1200;29;;;
220523;1300;19;;;
220523;1400;19;;;
220523;1500;11;;;
220523;1600;12;;;
220523;1700;13;;;
220523;1800;13;;;
220523;1900;16;;;
220523;2000;19;;;
220523;2100;22;;;
220523;2200;35;;;
220523;2300;41;;;
220524;0000;38;;;
220524;0100;36;;;
220524;0200;34;;;
220524;0300;39;;;
220524;0400;36;;;
220524;0500;41;;;
220524;0600;44;;;
220524;0700;48;;;
220524;0800;55;;;
220524;0900;45;;;
220524;1000;47;;;
220524;1100;33;;;
220524;1200;32;;;
220524;1300;;;;
220524;1400;;;;
220524;1500;18;;;
220524;1600;18;;;
220524;1700;23;;;
220524;1800;31;;;
220524;1900;38;;;
220524;2000;47;;;
220524;2100;44;;;
220524;2200;42;;;
220524;2300;39;;;
220525;0000;35;;;
220525;0100;45;;;
220525;0200;40;;;
220525;0300;39;;;
220525;0400;48;;;
220525;0500;49;;;
220525;0600;48;;;
220525;0700;59;;;
220525;0800;74;;;
220525;0900;57;;;
220525;1000;45;;;
220525;1100;42;;;
220525;1200;44;;;
220525;1300;35;;;
220525;1400;34;;;
220525;1500;31;;;
220525;1600;31;;;
220525;1700;31;;;
220525;1800;29;;;
220525;1900;35;;;
220525;2000;38;;;
220525;2100;43;;;
220525;2200;49;;;
220525;2300;55;;;
220526;0000;58;;;
220526;0100;51;;;
220526;0200;51;;;
220526;0300;47;;;
220526;0400;52;;;
220526;0500;51;;;
220526;0600;56;;;
220526;0700;50;;;
220526;0800;56;;;
220526;0900;59;;;
220526;1000;49;;;
220526;1100;51;;;
220526;1200;60;;;
220526;1300;61;;;
220526;1400;37;;;
220526;1500;32;;;
220526;1600;33;;;
220526;1700;30;;;
220526;1800;28;;;
220526;1900;31;;;
220526;2000;40;;;
220526;2100;35;;;
220526;2200;34;;;
220526;2300;29;;;
220527;0000;37;;;
220527;0100;39;;;
220527;0200;41;;;
220527;0300;32;;;
220527;0400;34;;;
220527;0500;35;;;
220527;0600;37;;;
220527;0700;50;;;
220527;0800;39;;;
220527;0900;64;;;
220527;1000;67;;;
220527;1100;68;;;
220527;1200;71;;;
220527;1300;69;;;
220527;1400;78;;;
220527;1500;87;;;
220527;1600;89;;;
220527;1700;78;;;
220527;1800;87;;;
220527;1900;105;;;
220527;2000;95;;;
220527;2100;109;;;
220527;2200;107;;;
220527;2300;124;;;
220528;0000;113;;;
220528;0100;115;;;
220528;0200;115;;;
220528;0300;115;;;
220528;0400;119;;;
220528;0500;112;;;
220528;0600;105;;;
220528;0700;102;;;
220528;0800;104;;;
220528;0900;99;;;
220528;1000;107;;;
220528;1100;111;;;
220528;1200;118;;;
220528;1300;124;;;
220528;1400;92;;;
220528;1500;92;;;
220528;1600;72;;;
220528;1700;72;;;
220528;1800;69;;;
220528;1900;58;;;
220528;2000;55;;;
220528;2100;67;;;
220528;2200;72;;;
220528;2300;53;;;
220529;0000;54;;;
220529;0100;67;;;
220529;0200;67;;;
220529;0300;66;;;
220529;0400;75;;;
220529;0500;84;;;
220529;0600;78;;;
220529;0700;82;;;
220529;0800;79;;;
220529;0900;79;;;
220529;1000;78;;;
220529;1100;72;;;
220529;1200;78;;;
220529;1300;59;;;
220529;1400;48;;;
220529;1500;47;;;
220529;1600;49;;;
220529;1700;45;;;
220529;1800;54;;;
220529;1900;42;;;
220529;2000;41;;;
220529;2100;46;;;
220529;2200;54;;;
220529;2300;72;;;
220530;0000;56;;;
220530;0100;77;;;
220530;0200;74;;;
220530;0300;73;;;
220530;0400;66;;;
220530;0500;61;;;
220530;0600;70;;;
220530;0700;88;;;
220530;0800;83;;;
220530;0900;72;;;
220530;1000;63;;;
220530;1100;59;;;
220530;1200;50;;;
220530;1300;39;;;
220530;1400;36;;;
220530;1500;30;;;
220530;1600;34;;;
220530;1700;35;;;
220530;1800;48;;;
220530;1900;41;;;
220530;2000;49;;;
220530;2100;52;;;
220530;2200;76;;;
220530;2300;76;;;
220531;0000;69;;;
220531;0100;73;;;
220531;0200;86;;;
220531;0300;91;;;
220531;0400;85;;;
220531;0500;83;;;
220531;0600;84;;;
220531;0700;95;;;
220531;0800;105;;;
220531;0900;81;;;
220531;1000;69;;;
220531;1100;52;;;
220531;1200;44;;;
220531;1300;37;;;
220531;1400;32;;;
220531;1500;29;;;
220531;1600;25;;;
220531;1700;28;;;
220531;1800;31;;;
220531;1900;38;;;
220531;2000;45;;;
220531;2100;45;;;
220531;2200;49;;;
220531;2300;61;;;
220601;0000;65;;;
220601;0100;59;;;
220601;0200;54;;;
220601;0300;48;;;
220601;0400;51;;;
220601;0500;65;;;
220601;0600;67;;;
220601;0700;69;;;
220601;0800;84;;;
220601;0900;60;;;
220601;1000;37;;;
220601;1100;31;;;
220601;1200;24;;;
220601;1300;15;;;
220601;1400;19;;;
220601;1500;13;;;
220601;1600;14;;;
220601;1700;11;;;
220601;1800;18;;;
220601;1900;23;;;
220601;2000;13;;;
220601;2100;12;;;
220601;2200;13;;;
220601;2300;12;;;
220602;0000;17;;;
220602;0100;12;;;
220602;0200;18;;;
220602;0300;20;;;
220602;0400;18;;;
220602;0500;22;;;
220602;0600;17;;;
220602;0700;29;;;
220602;0800;37;;;
220602;0900;27;;;
220602;1000;28;;;
220602;1100;28;;;
220602;1200;34;;;
220602;1300;40;;;
220602;1400;43;;;
220602;1500;38;;;
220602;1600;39;;;
220602;1700;41;;;
220602;1800;52;;;
220602;1900;54;;;
220602;2000;61;;;
220602;2100;73;;;
220602;2200;46;;;
220602;2300;54;;;
220603;0000;58;;;
220603;0100;62;;;
220603;0200;59;;;
220603;0300;65;;;
220603;0400;53;;;
220603;0500;52;;;
220603;0600;58;;;
220603;0700;57;;;
220603;0800;64;;;
220603;0900;56;;;
220603;1000;45;;;
220603;1100;35;;;
220603;1200;17;;;
220603;1300;33;;;
220603;1400;38;;;
220603;1500;28;;;
220603;1600;32;;;
220603;1700;28;;;
220603;1800;34;;;
220603;1900;38;;;
220603;2000;51;;;
220603;2100;51;;;
220603;2200;33;;;
220603;2300;28;;;
220604;0000;34;;;
220604;0100;19;;;
220604;0200;26;;;
220604;0300;23;;;
220604;0400;36;;;
220604;0500;24;;;
220604;0600;19;;;
220604;0700;22;;;
220604;0800;26;;;
220604;0900;28;;;
220604;1000;16;;;
220604;1100;13;;;
220604;1200;14;;;
220604;1300;22;;;
220604;1400;21;;;
220604;1500;17;;;
220604;1600;16;;;
220604;1700;15;;;
220604;1800;14;;;
220604;1900;19;;;
220604;2000;19;;;
220604;2100;18;;;
220604;2200;10;;;
220604;2300;8;;;
220605;0000;15;;;
220605;0100;11;;;
220605;0200;14;;;
220605;0300;19;;;
220605;0400;19;;;
220605;0500;16;;;
220605;0600;19;;;
220605;0700;20;;;
220605;0800;17;;;
220605;0900;22;;;
220605;1000;17;;;
220605;1100;19;;;
220605;1200;12;;;
220605;1300;11;;;
220605;1400;8;;;
220605;1500;12;;;
220605;1600;10;;;
220605;1700;11;;;
220605;1800;28;;;
220605;1900;25;;;
220605;2000;32;;;
220605;2100;28;;;
220605;2200;32;;;
220605;2300;37;;;
220606;0000;38;;;
220606;0100;38;;;
220606;0200;38;;;
220606;0300;33;;;
220606;0400;42;;;
220606;0500;37;;;
220606;0600;35;;;
220606;0700;46;;;
220606;0800;55;;;
220606;0900;29;;;
220606;1000;20;;;
220606;1100;23;;;
220606;1200;25;;;
220606;1300;22;;;
220606;1400;22;;;
220606;1500;17;;;
220606;1600;16;;;
220606;1700;25;;;
220606;1800;23;;;
220606;1900;40;;;
220606;2000;50;;;
220606;2100;51;;;
220606;2200;53;;;
220606;2300;60;;;
220607;0000;67;;;
220607;0100;60;;;
220607;0200;58;;;
220607;0300;45;;;
220607;0400;47;;;
220607;0500;49;;;
220607;0600;58;;;
220607;0700;65;;;
220607;0800;76;;;
220607;0900;70;;;
220607;1000;55;;;
220607;1100;44;;;
220607;1200;36;;;
220607;1300;40;;;
220607;1400;59;;;
220607;1500;52;;;
220607;1600;44;;;
220607;1700;40;;;
220607;1800;52;;;
220607;1900;40;;;
220607;2000;38;;;
220607;2100;49;;;
220607;2200;49;;;
220607;2300;64;;;
220608;0000;63;;;
220608;0100;76;;;
220608;0200;72;;;
220608;0300;75;;;
220608;0400;65;;;
220608;0500;67;;;
220608;0600;69;;;
220608;0700;94;;;
220608;0800;92;;;
220608;0900;86;;;
220608;1000;82;;;
220608;1100;66;;;
220608;1200;51;;;
220608;1300;33;;;
220608;1400;29;;;
220608;1500;37;;;
220608;1600;35;;;
220608;1700;36;;;
220608;1800;30;;;
220608;1900;47;;;
220608;2000;52;;;
220608;2100;38;;;
220608;2200;22;;;
220608;2300;28;;;
220609;0000;26;;;
220609;0100;31;;;
220609;0200;23;;;
220609;0300;27;;;
220609;0400;28;;;
220609;0500;24;;;
220609;0600;26;;;
220609;0700;30;;;
220609;0800;33;;;
220609;0900;35;;;
220609;1000;41;;;
220609;1100;55;;;
220609;1200;61;;;
220609;1300;67;;;
220609;1400;65;;;
220609;1500;72;;;
220609;1600;81;;;
220609;1700;88;;;
220609;1800;110;;;
220609;1900;144;;;
220609;2000;176;;;
220609;2100;174;;;
220609;2200;176;;;
220609;2300;159;;;
220610;0000;170;;;
220610;0100;151;;;
220610;0200;146;;;
220610;0300;129;;;
220610;0400;115;;;
220610;0500;109;;;
220610;0600;119;;;
220610;0700;120;;;
220610;0800;101;;;
220610;0900;104;;;
220610;1000;98;;;
220610;1100;91;;;
220610;1200;68;;;
220610;1300;53;;;
220610;1400;27;;;
220610;1500;32;;;
220610;1600;31;;;
220610;1700;42;;;
220610;1800;84;;;
220610;1900;130;;;
220610;2000;179;;;
220610;2100;188;;;
220610;2200;180;;;
220610;2300;172;;;
220611;0000;181;;;
220611;0100;167;;;
220611;0200;159;;;
220611;0300;144;;;
220611;0400;135;;;
220611;0500;128;;;
220611;0600;118;;;
220611;0700;98;;;
220611;0800;115;;;
220611;0900;94;;;
220611;1000;50;;;
220611;1100;90;;;
220611;1200;58;;;
220611;1300;34;;;
220611;1400;40;;;
220611;1500;49;;;
220611;1600;65;;;
220611;1700;63;;;
220611;1800;98;;;
220611;1900;87;;;
220611;2000;85;;;
220611;2100;87;;;
220611;2200;69;;;
220611;2300;74;;;
220612;0000;65;;;
220612;0100;71;;;
220612;0200;67;;;
220612;0300;72;;;
220612;0400;89;;;
220612;0500;79;;;
220612;0600;39;;;
220612;0700;31;;;
220612;0800;36;;;
220612;0900;29;;;
220612;1000;40;;;
220612;1100;67;;;
220612;1200;91;;;
220612;1300;90;;;
220612;1400;89;;;
220612;1500;86;;;
220612;1600;88;;;
220612;1700;96;;;
220612;1800;73;;;
220612;1900;75;;;
220612;2000;67;;;
220612;2100;46;;;
220612;2200;43;;;
220612;2300;40;;;
220613;0000;36;;;
220613;0100;40;;;
220613;0200;33;;;
220613;0300;37;;;
220613;0400;36;;;
220613;0500;33;;;
220613;0600;35;;;
220613;0700;34;;;
220613;0800;45;;;
220613;0900;43;;;
220613;1000;63;;;
220613;1100;79;;;
220613;1200;78;;;
220613;1300;59;;;
220613;1400;56;;;
220613;1500;57;;;
220613;1600;53;;;
220613;1700;55;;;
220613;1800;49;;;
220613;1900;46;;;
220613;2000;46;;;
220613;2100;45;;;
220613;2200;47;;;
220613;2300;38;;;
220614;0000;37;;;
220614;0100;38;;;
220614;0200;39;;;
220614;0300;39;;;
220614;0400;43;;;
220614;0500;44;;;
220614;0600;44;;;
220614;0700;48;;;
220614;0800;46;;;
220614;0900;45;;;
220614;1000;47;;;
220614;1100;52;;;
220614;1200;53;;;
220614;1300;57;;;
220614;1400;63;;;
220614;1500;63;;;
220614;1600;58;;;
220614;1700;64;;;
220614;1800;75;;;
220614;1900;65;;;
220614;2000;80;;;
220614;2100;78;;;
220614;2200;84;;;
220614;2300;84;;;
220615;0000;90;;;
220615;0100;86;;;
220615;0200;86;;;
220615;0300;79;;;
220615;0400;80;;;
220615;0500;81;;;
220615;0600;83;;;
220615;0700;94;;;
220615;0800;81;;;
220615;0900;91;;;
220615;1000;91;;;
220615;1100;69;;;
220615;1200;41;;;
220615;1300;45;;;
220615;1400;46;;;
220615;1500;33;;;
220615;1600;27;;;
220615;1700;34;;;
220615;1800;42;;;
220615;1900;46;;;
220615;2000;49;;;
220615;2100;54;;;
220615;2200;27;;;
220615;2300;25;;;
220616;0000;23;;;
220616;0100;23;;;
220616;0200;18;;;
220616;0300;21;;;
220616;0400;21;;;
220616;0500;37;;;
220616;0600;44;;;
220616;0700;26;;;
220616;0800;30;;;
220616;0900;36;;;
220616;1000;28;;;
220616;1100;25;;;
220616;1200;36;;;
220616;1300;38;;;
220616;1400;37;;;
220616;1500;31;;;
220616;1600;28;;;
220616;1700;24;;;
220616;1800;23;;;
220616;1900;21;;;
220616;2000;28;;;
220616;2100;29;;;
220616;2200;32;;;
220616;2300;32;;;
220617;0000;45;;;
220617;0100;44;;;
220617;0200;51;;;
220617;0300;44;;;
220617;0400;43;;;
220617;0500;52;;;
220617;0600;58;;;
220617;0700;66;;;
220617;0800;78;;;
220617;0900;72;;;
220617;1000;60;;;
220617;1100;58;;;
220617;1200;38;;;
220617;1300;44;;;
220617;1400;39;;;
220617;1500;40;;;
220617;1600;44;;;
220617;1700;54;;;
220617;1800;78;;;
220617;1900;90;;;
220617;2000;71;;;
220617;2100;61;;;
220617;2200;91;;;
220617;2300;118;;;
220618;0000;109;;;
220618;0100;115;;;
220618;0200;104;;;
220618;0300;100;;;
220618;0400;84;;;
220618;0500;82;;;
220618;0600;91;;;
220618;0700;87;;;
220618;0800;95;;;
220618;0900;88;;;
220618;1000;71;;;
220618;1100;63;;;
220618;1200;51;;;
220618;1300;51;;;
220618;1400;54;;;
220618;1500;58;;;
220618;1600;64;;;
220618;1700;59;;;
220618;1800;73;;;
220618;1900;87;;;
220618;2000;127;;;
220618;2100;129;;;
220618;2200;142;;;
220618;2300;183;;;
220619;0000;205;;;
220619;0100;203;;;
220619;0200;146;;;
220619;0300;137;;;
220619;0400;134;;;
220619;0500;132;;;
220619;0600;129;;;
220619;0700;125;;;
220619;0800;109;;;
220619;0900;114;;;
220619;1000;97;;;
220619;1100;84;;;
220619;1200;72;;;
220619;1300;77;;;
220619;1400;96;;;
220619;1500;100;;;
220619;1600;86;;;
220619;1700;101;;;
220619;1800;144;;;
220619;1900;131;;;
220619;2000;109;;;
220619;2100;76;;;
220619;2200;69;;;
220619;2300;75;;;
220620;0000;88;;;
220620;0100;90;;;
220620;0200;87;;;
220620;0300;93;;;
220620;0400;95;;;
220620;0500;99;;;
220620;0600;98;;;
220620;0700;107;;;
220620;0800;119;;;
220620;0900;118;;;
220620;1000;113;;;
220620;1100;112;;;
220620;1200;99;;;
220620;1300;61;;;
220620;1400;66;;;
220620;1500;45;;;
220620;1600;33;;;
220620;1700;30;;;
220620;1800;31;;;
220620;1900;32;;;
220620;2000;22;;;
220620;2100;28;;;
220620;2200;39;;;
220620;2300;50;;;
220621;0000;69;;;
220621;0100;52;;;
220621;0200;50;;;
220621;0300;55;;;
220621;0400;58;;;
220621;0500;61;;;
220621;0600;59;;;
220621;0700;58;;;
220621;0800;61;;;
220621;0900;59;;;
220621;1000;50;;;
220621;1100;55;;;
220621;1200;43;;;
220621;1300;41;;;
220621;1400;49;;;
220621;1500;45;;;
220621;1600;30;;;
220621;1700;24;;;
220621;1800;26;;;
220621;1900;28;;;
220621;2000;28;;;
220621;2100;33;;;
220621;2200;48;;;
220621;2300;58;;;
220622;0000;63;;;
220622;0100;61;;;
220622;0200;45;;;
220622;0300;42;;;
220622;0400;55;;;
220622;0500;48;;;
220622;0600;64;;;
220622;0700;60;;;
220622;0800;62;;;
220622;0900;57;;;
220622;1000;59;;;
220622;1100;52;;;
220622;1200;52;;;
220622;1300;55;;;
220622;1400;42;;;
220622;1500;36;;;
220622;1600;34;;;
220622;1700;40;;;
220622;1800;52;;;
220622;1900;46;;;
220622;2000;51;;;
220622;2100;60;;;
220622;2200;59;;;
220622;2300;43;;;
220623;0000;41;;;
220623;0100;36;;;
220623;0200;21;;;
220623;0300;14;;;
220623;0400;10;;;
220623;0500;18;;;
220623;0600;18;;;
220623;0700;11;;;
220623;0800;21;;;
220623;0900;18;;;
220623;1000;21;;;
220623;1100;13;;;
220623;1200;8;;;
220623;1300;9;;;
220623;1400;7;;;
220623;1500;4;;;
220623;1600;6;;;
220623;1700;7;;;
220623;1800;12;;;
220623;1900;17;;;
220623;2000;38;;;
220623;2100;42;;;
220623;2200;46;;;
220623;2300;48;;;
220624;0000;56;;;
220624;0100;57;;;
220624;0200;56;;;
220624;0300;57;;;
220624;0400;53;;;
220624;0500;55;;;
220624;0600;45;;;
220624;0700;82;;;
220624;0800;60;;;
220624;0900;50;;;
220624;1000;41;;;
220624;1100;33;;;
220624;1200;33;;;
220624;1300;29;;;
220624;1400;22;;;
220624;1500;27;;;
220624;1600;29;;;
220624;1700;52;;;
220624;1800;69;;;
220624;1900;83;;;
220624;2000;93;;;
220624;2100;108;;;
220624;2200;105;;;
220624;2300;101;;;
220625;0000;94;;;
220625;0100;92;;;
220625;0200;83;;;
220625;0300;82;;;
220625;0400;79;;;
220625;0500;84;;;
220625;0600;67;;;
220625;0700;57;;;
220625;0800;64;;;
220625;0900;57;;;
220625;1000;41;;;
220625;1100;25;;;
220625;1200;15;;;
220625;1300;12;;;
220625;1400;17;;;
220625;1500;13;;;
220625;1600;11;;;
220625;1700;35;;;
220625;1800;46;;;
220625;1900;44;;;
220625;2000;75;;;
220625;2100;90;;;
220625;2200;115;;;
220625;2300;150;;;
220626;0000;139;;;
220626;0100;139;;;
220626;0200;107;;;
220626;0300;70;;;
220626;0400;30;;;
220626;0500;30;;;
220626;0600;37;;;
220626;0700;27;;;
220626;0800;32;;;
220626;0900;18;;;
220626;1000;29;;;
220626;1100;50;;;
220626;1200;47;;;
220626;1300;45;;;
220626;1400;51;;;
220626;1500;41;;;
220626;1600;37;;;
220626;1700;44;;;
220626;1800;73;;;
220626;1900;105;;;
220626;2000;144;;;
220626;2100;163;;;
220626;2200;177;;;
220626;2300;140;;;
220627;0000;154;;;
220627;0100;165;;;
220627;0200;153;;;
220627;0300;151;;;
220627;0400;136;;;
220627;0500;95;;;
220627;0600;99;;;
220627;0700;92;;;
220627;0800;51;;;
220627;0900;58;;;
220627;1000;45;;;
220627;1100;25;;;
220627;1200;21;;;
220627;1300;18;;;
220627;1400;18;;;
220627;1500;10;;;
220627;1600;18;;;
220627;1700;23;;;
220627;1800;14;;;
220627;1900;16;;;
220627;2000;16;;;
220627;2100;25;;;
220627;2200;35;;;
220627;2300;37;;;
220628;0000;32;;;
220628;0100;31;;;
220628;0200;29;;;
220628;0300;37;;;
220628;0400;32;;;
220628;0500;31;;;
220628;0600;26;;;
220628;0700;40;;;
220628;0800;45;;;
220628;0900;44;;;
220628;1000;29;;;
220628;1100;17;;;
220628;1200;10;;;
220628;1300;9;;;
220628;1400;16;;;
220628;1500;11;;;
220628;1600;18;;;
220628;1700;29;;;
220628;1800;57;;;
220628;1900;110;;;
220628;2000;108;;;
220628;2100;94;;;
220628;2200;109;;;
220628;2300;115;;;
220629;0000;87;;;
220629;0100;78;;;
220629;0200;77;;;
220629;0300;66;;;
220629;0400;77;;;
220629;0500;70;;;
220629;0600;69;;;
220629;0700;85;;;
220629;0800;98;;;
220629;0900;87;;;
220629;1000;32;;;
220629;1100;25;;;
220629;1200;28;;;
220629;1300;25;;;
220629;1400;19;;;
220629;1500;20;;;
220629;1600;19;;;
220629;1700;19;;;
220629;1800;36;;;
220629;1900;33;;;
220629;2000;38;;;
220629;2100;39;;;
220629;2200;47;;;
220629;2300;48;;;
220630;0000;54;;;
220630;0100;48;;;
220630;0200;47;;;
220630;0300;50;;;
220630;0400;52;;;
220630;0500;45;;;
220630;0600;59;;;
220630;0700;56;;;
220630;0800;53;;;
220630;0900;47;;;
220630;1000;48;;;
220630;1100;47;;;
220630;1200;38;;;
220630;1300;23;;;
220630;1400;24;;;
220630;1500;19;;;
220630;1600;;;;
220630;1700;;;;
220630;1800;;;;
220630;1900;29;;;
220630;2000;36;;;
220630;2100;36;;;
220630;2200;15;;;
220630;2300;12;;;
220701;0000;11;;;
220701;0100;18;;;
220701;0200;23;;;
220701;0300;26;;;
220701;0400;26;;;
220701;0500;22;;;
220701;0600;18;;;
220701;0700;15;;;
220701;0800;13;;;
220701;0900;17;;;
220701;1000;9;;;
220701;1100;9;;;
220701;1200;8;;;
220701;1300;5;;;
220701;1400;4;;;
220701;1500;8;;;
220701;1600;6;;;
220701;1700;3;;;
220701;1800;6;;;
220701;1900;15;;;
220701;2000;15;;;
220701;2100;21;;;
220701;2200;33;;;
220701;2300;46;;;
220702;0000;61;;;
220702;0100;51;;;
220702;0200;54;;;
220702;0300;49;;;
220702;0400;49;;;
220702;0500;42;;;
220702;0600;41;;;
220702;0700;40;;;
220702;0800;46;;;
220702;0900;44;;;
220702;1000;24;;;
220702;1100;20;;;
220702;1200;16;;;
220702;1300;18;;;
220702;1400;16;;;
220702;1500;12;;;
220702;1600;12;;;
220702;1700;13;;;
220702;1800;22;;;
220702;1900;30;;;
220702;2000;47;;;
220702;2100;57;;;
220702;2200;112;;;
220702;2300;169;;;
220703;0000;151;;;
220703;0100;143;;;
220703;0200;129;;;
220703;0300;133;;;
220703;0400;136;;;
220703;0500;141;;;
220703;0600;117;;;
220703;0700;101;;;
220703;0800;78;;;
220703;0900;77;;;
220703;1000;73;;;
220703;1100;53;;;
220703;1200;49;;;
220703;1300;41;;;
220703;1400;43;;;
220703;1500;57;;;
220703;1600;45;;;
220703;1700;45;;;
220703;1800;61;;;
220703;1900;77;;;
220703;2000;87;;;
220703;2100;94;;;
220703;2200;98;;;
220703;2300;97;;;
220704;0000;93;;;
220704;0100;93;;;
220704;0200;94;;;
220704;0300;88;;;
220704;0400;86;;;
220704;0500;82;;;
220704;0600;79;;;
220704;0700;87;;;
220704;0800;102;;;
220704;0900;81;;;
220704;1000;65;;;
220704;1100;44;;;
220704;1200;32;;;
220704;1300;28;;;
220704;1400;26;;;
220704;1500;19;;;
220704;1600;17;;;
220704;1700;28;;;
220704;1800;35;;;
220704;1900;60;;;
220704;2000;83;;;
220704;2100;95;;;
220704;2200;99;;;
220704;2300;107;;;
220705;0000;120;;;
220705;0100;99;;;
220705;0200;88;;;
220705;0300;69;;;
220705;0400;58;;;
220705;0500;55;;;
220705;0600;57;;;
220705;0700;81;;;
220705;0800;77;;;
220705;0900;64;;;
220705;1000;56;;;
220705;1100;45;;;
220705;1200;35;;;
220705;1300;31;;;
220705;1400;28;;;
220705;1500;19;;;
220705;1600;15;;;
220705;1700;24;;;
220705;1800;31;;;
220705;1900;30;;;
220705;2000;41;;;
220705;2100;56;;;
220705;2200;67;;;
220705;2300;80;;;
220706;0000;65;;;
220706;0100;70;;;
220706;0200;60;;;
220706;0300;62;;;
220706;0400;64;;;
220706;0500;63;;;
220706;0600;48;;;
220706;0700;48;;;
220706;0800;34;;;
220706;0900;38;;;
220706;1000;47;;;
220706;1100;56;;;
220706;1200;45;;;
220706;1300;31;;;
220706;1400;16;;;
220706;1500;14;;;
220706;1600;16;;;
220706;1700;14;;;
220706;1800;21;;;
220706;1900;17;;;
220706;2000;36;;;
220706;2100;40;;;
220706;2200;43;;;
220706;2300;51;;;
220707;0000;52;;;
220707;0100;56;;;
220707;0200;65;;;
220707;0300;56;;;
220707;0400;22;;;
220707;0500;22;;;
220707;0600;29;;;
220707;0700;21;;;
220707;0800;28;;;
220707;0900;30;;;
220707;1000;35;;;
220707;1100;46;;;
220707;1200;47;;;
220707;1300;50;;;
220707;1400;55;;;
220707;1500;51;;;
220707;1600;53;;;
220707;1700;54;;;
220707;1800;84;;;
220707;1900;74;;;
220707;2000;94;;;
220707;2100;104;;;
220707;2200;137;;;
220707;2300;143;;;
220708;0000;112;;;
220708;0100;100;;;
220708;0200;97;;;
220708;0300;103;;;
220708;0400;76;;;
220708;0500;70;;;
220708;0600;58;;;
220708;0700;68;;;
220708;0800;56;;;
220708;0900;38;;;
220708;1000;35;;;
220708;1100;30;;;
220708;1200;15;;;
220708;1300;13;;;
220708;1400;15;;;
220708;1500;16;;;
220708;1600;18;;;
220708;1700;16;;;
220708;1800;23;;;
220708;1900;17;;;
220708;2000;18;;;
220708;2100;14;;;
220708;2200;18;;;
220708;2300;19;;;
220709;0000;17;;;
220709;0100;16;;;
220709;0200;17;;;
220709;0300;22;;;
220709;0400;29;;;
220709;0500;17;;;
220709;0600;13;;;
220709;0700;9;;;
220709;0800;20;;;
220709;0900;21;;;
220709;1000;17;;;
220709;1100;23;;;
220709;1200;20;;;
220709;1300;14;;;
220709;1400;11;;;
220709;1500;8;;;
220709;1600;5;;;
220709;1700;10;;;
220709;1800;7;;;
220709;1900;11;;;
220709;2000;16;;;
220709;2100;11;;;
220709;2200;8;;;
220709;2300;6;;;
220710;0000;7;;;
220710;0100;13;;;
220710;0200;10;;;
220710;0300;15;;;
220710;0400;12;;;
220710;0500;13;;;
220710;0600;12;;;
220710;0700;12;;;
220710;0800;16;;;
220710;0900;10;;;
220710;1000;9;;;
220710;1100;10;;;
220710;1200;8;;;
220710;1300;6;;;
220710;1400;6;;;
220710;1500;11;;;
220710;1600;11;;;
220710;1700;12;;;
220710;1800;8;;;
220710;1900;10;;;
220710;2000;8;;;
220710;2100;8;;;
220710;2200;15;;;
220710;2300;17;;;
220711;0000;13;;;
220711;0100;18;;;
220711;0200;17;;;
220711;0300;15;;;
220711;0400;14;;;
220711;0500;15;;;
220711;0600;18;;;
220711;0700;14;;;
220711;0800;18;;;
220711;0900;18;;;
220711;1000;15;;;
220711;1100;15;;;
220711;1200;12;;;
220711;1300;9;;;
220711;1400;9;;;
220711;1500;11;;;
220711;1600;10;;;
220711;1700;9;;;
220711;1800;18;;;
220711;1900;26;;;
220711;2000;50;;;
220711;2100;66;;;
220711;2200;62;;;
220711;2300;67;;;
220712;0000;73;;;
220712;0100;64;;;
220712;0200;65;;;
220712;0300;58;;;
220712;0400;48;;;
220712;0500;43;;;
220712;0600;52;;;
220712;0700;48;;;
220712;0800;41;;;
220712;0900;28;;;
220712;1000;19;;;
220712;1100;27;;;
220712;1200;23;;;
220712;1300;15;;;
220712;1400;22;;;
220712;1500;17;;;
220712;1600;16;;;
220712;1700;24;;;
220712;1800;35;;;
220712;1900;38;;;
220712;2000;34;;;
220712;2100;40;;;
220712;2200;45;;;
220712;2300;64;;;
220713;0000;67;;;
220713;0100;74;;;
220713;0200;67;;;
220713;0300;71;;;
220713;0400;71;;;
220713;0500;61;;;
220713;0600;68;;;
220713;0700;63;;;
220713;0800;56;;;
220713;0900;69;;;
220713;1000;50;;;
220713;1100;45;;;
220713;1200;27;;;
220713;1300;23;;;
220713;1400;15;;;
220713;1500;15;;;
220713;1600;16;;;
220713;1700;23;;;
220713;1800;26;;;
220713;1900;26;;;
220713;2000;29;;;
220713;2100;27;;;
220713;2200;36;;;
220713;2300;33;;;
220714;0000;32;;;
220714;0100;33;;;
220714;0200;33;;;
220714;0300;10;;;
220714;0400;7;;;
220714;0500;6;;;
220714;0600;5;;;
220714;0700;8;;;
220714;0800;9;;;
220714;0900;9;;;
220714;1000;9;;;
220714;1100;11;;;
220714;1200;8;;;
220714;1300;3;;;
220714;1400;4;;;
220714;1500;6;;;
220714;1600;8;;;
220714;1700;10;;;
